osm_type,osm_id,amenity,name,cuisine,website,check_date,created_by,changing_table,changing_table:adult,entrance:kerb:height,entrance:ramp,entrance:step_count,entrance:width,phone,wheelchair:turning_circle,addr:housenumber,addr:postcode,addr:street,diet:vegetarian,email,opening_hours,addr:city,addr:country,brand,brand:wikidata,brand:wikipedia,toilets:wheelchair,contact:email,contact:phone,contact:website,addr:unit,internet_access,level,fixme,outdoor_seating,indoor_seating,alt_name,internet_access:fee,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,wheelchair,toilets:wheelchair:door_width,toilets:wheelchair:level,takeaway,check_date:diet:vegetarian,check_date:opening_hours,toilets:wheelchair:space_side,operator,OnroerendErfgoed:criteria,fax,heritage,heritage:operator,heritage:website,old_name,ref:OnroerendErfgoed,contact:facebook,contact:instagram,contact:mobile,toilets:wheelchair:accessible_via,wikidata,diet:halal,diet:vegan,payment:cards,source,name:en,name:nl,website:menu,description,disused:amenity,wikipedia,facebook,image,mapillary,addr:housename,smoking,wikimedia_commons,ramp:wheelchair,mobile,capacity,access,comment,opening_hours:signed,restaurant:type:nl,disused:shop,note,delivery,name:fr,name:el,elevator:width,bar,brewery,microbrewery,reservation,start_date,toilets,drive_through,lgbtq:signed,reservation:phone,reservation:website,strapline,survey:date,toilets:access,toilets:wheelchair:space_front,was:cuisine,was:name,was:opening_hours,was:website,check_date:diet:vegan,diet:kosher:certification,self_service,stars,payment:mastercard,payment:visa,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,opening_hours:kitchen,phone:mobile,diet:kosher,branch,diet:healthy,diet:meat,diet:non-vegetarian,diet:organic,payment:maestro,addr:state,food,air_conditioning,changing_table:location,source:geometry:date,source:geometry:ref,shop,elevator:depth,diet:sugar_free,restaurant,url,name:ar,payment:qr_code,name:de,contact:whatsapp,ref:vatin,website:booking,contact:tiktok,opening_hours:takeaway,building,historic,castle_type,building:architecture,building:levels,roof:levels,house,tourism,height,indoor
node,637078028,restaurant,De Pluymhoeve,regional,https://www.depluymhoeve.be/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,658452950,restaurant,Lunch Garden,regional,https://www.lunchgarden.be/nl/onze-restaurants/wijnegem,,,,,,,,,+32 3 354 45 52,,5,,Turnhoutsebaan,,,Mo-Sa 08:30-21:30; Su 11:00-21:30,,,Lunch Garden,Q2491217,,,,,,75,wlan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,659805377,restaurant,Toots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,need to check this name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,694047882,restaurant,Zaowang,japanese,https://www.zaowang.be,,,,,,,,,,,22,2000,Oude Koornmarkt,,,,Antwerpen,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,821293211,restaurant,Brasserie 1920,international,https://all.accor.com/hotel/B664/index.en.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,821293291,restaurant,Brusketta,italian,https://www.brusketta-antwerpen.be,,,,,,,,,+32 3 238 26 00,,67,2018,Jan Van Rijswijcklaan,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,932290911,restaurant,Restaurant Lokal,french;regional,https://restaurantlokal.be/,,,,,,,,,+32 3 430 53 15,,1,2018,Jan Van Rijswijcklaan,,info@restaurantlokal.be,,Antwerpen,,,,,,,+32 3 257 10 92,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,932290918,restaurant,minerva,,https://www.restaurantminerva.be,,,,,,,,,,,36,,Karel Oomsstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1010674267,restaurant,Finch,,https://www.thefinch.be/,,,,,,,,,,,1,2018,Vinkenstraat,,,Tu-Sa 10:00-23:00,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1085345587,restaurant,Riddershoeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1098078811,restaurant,Grand Bazaar,,,,,,,,,,,,,965,2900,Bredabaan,,,,Schoten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1098082163,restaurant,Manifesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1107574105,restaurant,Ramsis,kebab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1118737339,restaurant,Lotus,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1152928503,restaurant,Asian Delight,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1251327173,restaurant,Calesberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1260491706,restaurant,Mandarin,chinese,,,,,,0.14,no,1,0.89,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1260491707,restaurant,Maiaysia,maroccan,,2025-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1260491708,restaurant,Taj Mahal,indian,,2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1261779700,restaurant,Isola Sarda,pizza,https://www.isolasarda.be,,,,,0.14,no,3,0.71,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1262072635,restaurant,Elfde Gebod,,https://11gebod.com,2024-03-05,,,,,,,,,,10,2000,Torfbrug,,,Mo-Su 12:00-22:00,,,,,,,,,,,wlan,,,yes,yes,Kathedraalcafé,no,yes,yes,yes,yes,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1280279705,restaurant,Novo S.L.B.,portuguese,http://www.novo-slb.be,,,,,0.05,no,1,0.76,+32 3 770 55 25,yes,46,,Ankerrui,,,"We-Su 12:00-15:00,18:00-22:00; Mo,Tu off",,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1287853566,restaurant,Berlin,,https://www.brasserieberlin.be/,2023-04-08,,,,,,,,,,1,2000,Kleine Markt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1411578467,restaurant,Món,,http://www.luxantwerp.com,,,no,,0,,0,0.75,+32 3 233 30 30,no,13,2000,Adriaan Brouwerstraat,,info@luxantwerp.com,"Tu-Fr 12:00-14:30,18:00-22:00; Sa 18:00-22:00; Su,Mo off",,,,,,no,,,,,,,,,,,,,,,,,0.70,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1423849929,restaurant,Maritime,,http://www.maritime.be/,2024-03-05,,,,,,,,+32 3 233 07 58,,4,2000,Suikerrui,,,"Mo,Tu,Fr 12:00-14:00,18:00-21:30; Sa,Su 12:00-15:30,17:00-21:30; We,Th off",Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1426908505,restaurant,Huis De Colvenier,,https://www.colvenier.be/,2024-02-03,,,,,,,,+32 477 23 26 50,,8,2000,Sint-Antoniusstraat,,info@colvenier.be,"Tu-Sa 12:00-15:00,18:00-22:00; Su,Mo off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1436310117,restaurant,Fez,moroccan,,,,,,,,,,,,52,2000,Kloosterstraat,,,,,,,,,,,,http://www.fez.be,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1523281243,restaurant,De Pottekijker,steak_house;regional;french;international,https://www.depottekijker.be,2024-03-05,,,,,,,,,,5,2000,Kaasrui,,,Mo-Th 18:00-22:00; Fr 18:00-23:00; Sa 17:00-23:00; Su 17:00-22:00,Antwerpen,,,,,,,,,,wlan,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1523311076,restaurant,De Peerdestal,,https://depeerdestal.be/en/,,,no,,0.0,no,0,0.84,+32 3 231 95 03,no,8,,Wijngaardstraat,,,"Mo-Sa 11:30-14:00,17:00-21:30; Su 11:30-15:00,17:00-21:00",,,,,,no,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1523395004,restaurant,Cappuccino du sud,,,,,,,,,,,,,28,2000,Waalsekaai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1523415912,restaurant,De Arme Duivel,,https://www.armeduivel.be,2025-05-10,,,,0,,0,0.85,,no,,,,no,,,,,,,,no,,,,,,,,yes,,,,,,,,no,,,,2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1523520376,restaurant,Arte,italian,https://www.ristorante-arte.be/,2024-10-15,,,,0,,3,1.4,,no,24,,Suikerrui,,,"Mo-Su 12:00-14:30,18:00-22:30",,,,,,no,,,,,,,,,,,,,,,,,,,,,2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1523525251,restaurant,Mistral,french,https://www.eethuisje-fr-mistral.be,2025-03-29,,,,,,,,,,20,2000,Pelgrimstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1523538200,restaurant,Ciro's,french;belgian,https://www.ciros.be/,,,,,,,,,+32 3 238 11 47,,6,2000,Amerikalei,,,"Tu-Fr,Su 11:00-22:00; Sa 17:00-22:00; Mo off; Jun 30- Jul 30 off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1618702878,restaurant,Bocca d'Oro,italian,,,,,,0.02,no,1,0.99,,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,0.60,ground_floor,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1618702885,restaurant,A La Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1618702948,restaurant,Minato,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1618702953,restaurant,Muradim,,,2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vegetarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1618702959,restaurant,Pita Pizza Waterpoort,kebab,https://www.pitapizzawaterpoort.be/,2024-01-24,,,,,,,,+32 3 216 10 79,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
